datetime,container_id,fruit,origin_city,destination_market,temperature,humidity,pressure,wind_speed,rainfall,aqi,weather_status,spoilage_rate,shelf_life_days,risk_level,estimated_loss,arbitrage_savings,recommendation
2025-01-08 14:00:00,C040,Orange,Mumbai,Mumbai,25,34,980,8.1,41.0,318,Storm,14,6,Medium,49583,11392,Monitor Shipment
2025-01-08 15:00:00,C213,Orange,Chennai,Pune,24,34,1034,13.9,63.2,104,Sunny,33,1,High,58898,40687,Redirect to Nearby Market
2025-01-08 16:00:00,C263,Avocado,Chennai,Chennai,40,89,991,17.9,23.0,257,Clear,20,4,Medium,19666,17342,Monitor Shipment
2025-01-08 17:00:00,C157,Mango,Jaipur,Chennai,18,85,1033,6.3,95.2,259,Clear,23,3,High,82630,24610,Redirect to Nearby Market
2025-01-08 18:00:00,C229,Avocado,Lucknow,Pune,39,82,1035,16.0,45.9,248,Sunny,19,4,Medium,47591,14002,Monitor Shipment
2025-01-08 19:00:00,C089,Apple,Kolkata,Pune,33,45,1027,10.9,44.5,238,Storm,25,2,High,67760,24319,Redirect to Nearby Market
2025-01-08 20:00:00,C115,Avocado,Lucknow,Delhi,42,72,1019,14.3,12.5,327,Sunny,28,1,High,98292,30713,Redirect to Nearby Market
2025-01-08 21:00:00,C143,Orange,Jaipur,Delhi,26,29,1010,3.6,52.1,124,Rainy,21,3,High,83065,69400,Redirect to Nearby Market
2025-01-08 22:00:00,C188,Mango,Hyderabad,Chennai,27,35,995,1.2,23.3,222,Cloudy,28,1,High,108991,45117,Redirect to Nearby Market
2025-01-08 23:00:00,C146,Orange,Lucknow,Chennai,29,51,1032,12.8,105.7,235,Fog,34,1,High,65031,61577,Redirect to Nearby Market
2025-01-09 00:00:00,C142,Orange,Ahmedabad,Delhi,21,81,994,11.7,111.3,140,Sunny,27,1,High,96621,75652,Redirect to Nearby Market
2025-01-09 01:00:00,C066,Avocado,Mumbai,Mumbai,20,73,1000,15.2,11.8,227,Rainy,14,6,Medium,47167,15403,Monitor Shipment
2025-01-09 02:00:00,C041,Orange,Mumbai,Pune,23,29,1026,17.4,58.1,146,Clear,14,6,Medium,26831,10493,Monitor Shipment
2025-01-09 03:00:00,C274,Banana,Pune,Bengaluru,26,51,1018,8.8,100.1,156,Storm,32,1,High,72836,26973,Redirect to Nearby Market
2025-01-09 04:00:00,C063,Mango,Bengaluru,Chennai,36,84,996,7.4,49.4,299,Sunny,15,5,Medium,44706,8586,Monitor Shipment
2025-01-09 05:00:00,C054,Orange,Delhi,Mumbai,20,39,981,18.8,18.5,345,Storm,20,4,Medium,25539,13196,Monitor Shipment
2025-01-09 06:00:00,C024,Apple,Chennai,Pune,41,84,1011,2.6,77.2,325,Rainy,31,1,High,98636,64191,Redirect to Nearby Market
2025-01-09 07:00:00,C205,Mango,Hyderabad,Pune,35,93,988,16.2,20.6,78,Cloudy,5,9,Low,11894,4783,Continue Route
2025-01-09 08:00:00,C218,Apple,Delhi,Delhi,29,47,1014,5.6,85.4,114,Cloudy,21,3,High,137069,67172,Redirect to Nearby Market
2025-01-09 09:00:00,C211,Mango,Delhi,Chennai,29,28,1028,5.6,22.0,182,Cloudy,28,1,High,133900,36723,Redirect to Nearby Market
2025-01-09 10:00:00,C017,Apple,Lucknow,Delhi,35,63,981,14.4,109.0,45,Sunny,15,5,Medium,19253,15491,Monitor Shipment
2025-01-09 11:00:00,C289,Mango,Bengaluru,Delhi,22,92,1012,5.1,2.0,139,Sunny,33,1,High,131397,32901,Redirect to Nearby Market
2025-01-09 12:00:00,C070,Orange,Lucknow,Mumbai,36,47,1021,3.0,20.6,147,Storm,5,9,Low,7601,1634,Continue Route
2025-01-09 13:00:00,C025,Avocado,Ahmedabad,Delhi,26,48,1023,3.4,82.0,230,Sunny,34,1,High,118829,55263,Redirect to Nearby Market
2025-01-09 14:00:00,C232,Apple,Jaipur,Mumbai,18,77,1034,11.1,113.1,279,Clear,29,1,High,79802,59750,Redirect to Nearby Market
2025-01-09 15:00:00,C299,Avocado,Ahmedabad,Delhi,42,37,1001,16.4,66.6,242,Rainy,19,4,Medium,22877,12675,Monitor Shipment
2025-01-09 16:00:00,C274,Banana,Mumbai,Mumbai,19,45,1019,19.8,9.4,140,Cloudy,12,6,Medium,47550,13277,Monitor Shipment
2025-01-09 17:00:00,C187,Orange,Ahmedabad,Chennai,32,51,1033,16.6,33.7,126,Clear,12,6,Medium,37271,6196,Monitor Shipment
2025-01-09 18:00:00,C062,Avocado,Mumbai,Bengaluru,37,89,1014,7.8,14.1,269,Sunny,23,3,High,68950,76962,Redirect to Nearby Market
2025-01-09 19:00:00,C200,Orange,Bengaluru,Mumbai,42,26,988,19.6,88.1,269,Clear,20,4,Medium,36481,5929,Monitor Shipment
2025-01-09 20:00:00,C193,Mango,Lucknow,Hyderabad,37,64,982,2.1,69.2,318,Fog,12,6,Medium,26939,12326,Monitor Shipment
2025-01-09 21:00:00,C091,Orange,Jaipur,Delhi,31,27,1027,6.9,53.2,202,Cloudy,29,1,High,116119,40077,Redirect to Nearby Market
2025-01-09 22:00:00,C232,Mango,Delhi,Chennai,37,89,1035,16.2,48.9,209,Storm,10,7,Low,6177,3481,Continue Route
2025-01-09 23:00:00,C224,Mango,Jaipur,Delhi,22,59,1027,13.8,14.1,183,Cloudy,31,1,High,68940,21523,Redirect to Nearby Market
2025-01-10 00:00:00,C271,Avocado,Delhi,Delhi,34,67,1001,21.1,53.8,176,Clear,18,4,Medium,29287,5058,Monitor Shipment
2025-01-10 01:00:00,C186,Apple,Hyderabad,Pune,39,73,994,19.8,85.8,301,Cloudy,11,7,Low,7183,4854,Continue Route
2025-01-10 02:00:00,C287,Banana,Lucknow,Mumbai,31,78,1001,6.6,100.8,291,Rainy,28,1,High,62280,79674,Redirect to Nearby Market
2025-01-10 03:00:00,C244,Mango,Delhi,Delhi,24,51,1024,8.5,26.4,146,Sunny,21,3,High,117038,64878,Redirect to Nearby Market
2025-01-10 04:00:00,C120,Apple,Pune,Chennai,28,65,1023,13.0,23.7,160,Cloudy,13,6,Medium,15713,5635,Monitor Shipment
2025-01-10 05:00:00,C167,Apple,Hyderabad,Delhi,21,44,1030,21.3,65.8,129,Rainy,27,1,High,80113,65201,Redirect to Nearby Market
2025-01-10 06:00:00,C146,Orange,Mumbai,Mumbai,24,33,1027,19.0,12.0,53,Sunny,18,4,Medium,24879,14365,Monitor Shipment
2025-01-10 07:00:00,C149,Mango,Hyderabad,Chennai,39,62,1001,21.3,58.2,119,Rainy,7,8,Low,13927,3241,Continue Route
2025-01-10 08:00:00,C096,Apple,Mumbai,Chennai,24,71,1034,12.5,40.6,54,Cloudy,26,2,High,140508,63659,Redirect to Nearby Market
2025-01-10 09:00:00,C218,Orange,Pune,Pune,20,37,983,17.7,81.4,115,Clear,22,3,High,122448,64871,Redirect to Nearby Market
2025-01-10 10:00:00,C242,Orange,Jaipur,Bengaluru,42,64,989,3.2,108.2,206,Cloudy,7,8,Low,12489,1527,Continue Route
2025-01-10 11:00:00,C167,Banana,Delhi,Hyderabad,42,61,1019,4.6,86.5,326,Sunny,8,8,Low,7404,4902,Continue Route
2025-01-10 12:00:00,C112,Apple,Ahmedabad,Pune,40,44,1019,19.7,95.8,78,Sunny,25,2,High,86432,40217,Redirect to Nearby Market
2025-01-10 13:00:00,C244,Banana,Ahmedabad,Chennai,32,57,1015,20.0,24.8,283,Cloudy,5,9,Low,11060,3652,Continue Route
2025-01-10 14:00:00,C247,Mango,Mumbai,Hyderabad,40,29,983,24.1,56.0,211,Rainy,16,5,Medium,41655,11906,Monitor Shipment
2025-01-10 15:00:00,C248,Orange,Pune,Delhi,24,73,1005,16.9,25.4,147,Fog,16,5,Medium,23996,14700,Monitor Shipment
2025-01-10 16:00:00,C041,Orange,Bengaluru,Bengaluru,42,49,1008,11.4,12.3,275,Clear,10,7,Low,11295,4881,Continue Route
2025-01-10 17:00:00,C258,Avocado,Bengaluru,Bengaluru,18,60,1019,7.0,2.2,186,Storm,27,1,High,67942,65131,Redirect to Nearby Market
2025-01-10 18:00:00,C162,Mango,Jaipur,Pune,21,50,980,15.6,43.9,131,Clear,30,1,High,148632,29104,Redirect to Nearby Market
2025-01-10 19:00:00,C269,Orange,Chennai,Delhi,28,95,1017,14.2,106.6,186,Sunny,23,3,High,113983,39447,Redirect to Nearby Market
2025-01-10 20:00:00,C140,Orange,Chennai,Pune,34,53,1027,1.7,95.4,346,Rainy,20,4,Medium,31755,5769,Monitor Shipment
2025-01-10 21:00:00,C065,Apple,Lucknow,Bengaluru,26,51,992,17.6,109.5,256,Rainy,29,1,High,121774,30297,Redirect to Nearby Market
2025-01-10 22:00:00,C003,Mango,Delhi,Hyderabad,42,44,998,4.1,68.3,324,Cloudy,24,2,High,119482,21695,Redirect to Nearby Market
2025-01-10 23:00:00,C064,Avocado,Ahmedabad,Bengaluru,25,56,1029,24.8,42.4,277,Cloudy,7,8,Low,14132,4042,Continue Route
2025-01-11 00:00:00,C068,Orange,Kolkata,Delhi,23,28,1023,2.3,43.1,175,Sunny,13,6,Medium,45772,11807,Monitor Shipment
2025-01-11 01:00:00,C169,Avocado,Jaipur,Bengaluru,31,44,985,5.6,35.1,322,Cloudy,7,8,Low,14516,2660,Continue Route
2025-01-11 02:00:00,C087,Avocado,Hyderabad,Chennai,20,67,1014,12.5,46.8,130,Clear,29,1,High,110309,53763,Redirect to Nearby Market
2025-01-11 03:00:00,C098,Mango,Pune,Delhi,34,38,998,20.9,39.1,144,Storm,14,6,Medium,42213,7173,Monitor Shipment
2025-01-11 04:00:00,C165,Mango,Bengaluru,Bengaluru,35,56,1031,14.0,70.3,60,Fog,33,1,High,141872,27026,Redirect to Nearby Market
2025-01-11 05:00:00,C291,Mango,Lucknow,Pune,21,49,994,12.2,103.2,40,Sunny,22,3,High,136863,56982,Redirect to Nearby Market
2025-01-11 06:00:00,C214,Mango,Mumbai,Chennai,40,37,997,17.8,33.4,273,Storm,8,8,Low,12343,4643,Continue Route
2025-01-11 07:00:00,C163,Mango,Pune,Bengaluru,28,71,998,17.0,82.4,54,Sunny,9,7,Low,11052,1137,Continue Route
2025-01-11 08:00:00,C163,Orange,Jaipur,Chennai,21,83,1034,2.5,55.1,178,Cloudy,21,3,High,55292,62531,Redirect to Nearby Market
2025-01-11 09:00:00,C090,Avocado,Delhi,Hyderabad,38,44,1026,7.9,14.4,255,Sunny,17,5,Medium,40589,16077,Monitor Shipment
2025-01-11 10:00:00,C090,Mango,Kolkata,Delhi,31,76,1022,18.0,99.7,105,Storm,22,3,High,103861,28737,Redirect to Nearby Market
2025-01-11 11:00:00,C142,Avocado,Chennai,Bengaluru,22,73,1028,9.5,61.7,166,Cloudy,34,1,High,101735,36513,Redirect to Nearby Market
2025-01-11 12:00:00,C137,Banana,Bengaluru,Bengaluru,38,44,1007,15.6,57.1,178,Cloudy,7,8,Low,7620,3330,Continue Route
2025-01-11 13:00:00,C039,Mango,Jaipur,Chennai,34,55,1018,13.1,42.4,204,Cloudy,5,9,Low,11149,3166,Continue Route
2025-01-11 14:00:00,C001,Apple,Bengaluru,Pune,34,89,1032,9.8,81.2,247,Rainy,27,1,High,124787,43166,Redirect to Nearby Market
2025-01-11 15:00:00,C100,Avocado,Ahmedabad,Bengaluru,34,54,1015,24.6,29.9,286,Storm,24,2,High,119789,55917,Redirect to Nearby Market
2025-01-11 16:00:00,C221,Mango,Lucknow,Delhi,32,35,1010,19.1,27.0,82,Rainy,16,5,Medium,31785,12305,Monitor Shipment
2025-01-11 17:00:00,C167,Avocado,Kolkata,Hyderabad,42,27,989,20.3,117.8,139,Clear,32,1,High,97010,36180,Redirect to Nearby Market
2025-01-11 18:00:00,C101,Mango,Delhi,Mumbai,36,55,1030,21.1,73.7,56,Storm,17,5,Medium,24190,13660,Monitor Shipment
2025-01-11 19:00:00,C048,Mango,Chennai,Pune,36,52,1016,18.9,95.1,327,Clear,14,6,Medium,48970,12866,Monitor Shipment
2025-01-11 20:00:00,C275,Apple,Jaipur,Pune,31,51,1005,20.0,80.1,150,Cloudy,13,6,Medium,19146,13605,Monitor Shipment
2025-01-11 21:00:00,C207,Mango,Bengaluru,Hyderabad,27,70,993,4.1,97.5,285,Sunny,14,6,Medium,46319,17306,Monitor Shipment
2025-01-11 22:00:00,C013,Mango,Jaipur,Delhi,21,34,1033,14.4,25.7,323,Clear,9,7,Low,5507,2510,Continue Route
2025-01-11 23:00:00,C222,Banana,Bengaluru,Bengaluru,25,28,988,10.5,80.0,305,Storm,6,8,Low,13742,3803,Continue Route
2025-01-12 00:00:00,C256,Avocado,Pune,Mumbai,23,77,986,4.1,50.8,177,Sunny,33,1,High,50223,27475,Redirect to Nearby Market
2025-01-12 01:00:00,C055,Avocado,Ahmedabad,Hyderabad,34,91,986,24.3,80.6,68,Rainy,35,1,High,144191,57325,Redirect to Nearby Market
2025-01-12 02:00:00,C055,Orange,Hyderabad,Pune,30,25,998,21.5,49.0,73,Fog,20,4,Medium,29042,5123,Monitor Shipment
2025-01-12 03:00:00,C172,Avocado,Pune,Pune,26,63,1027,2.5,22.2,286,Storm,21,3,High,134637,66658,Redirect to Nearby Market
2025-01-12 04:00:00,C151,Banana,Chennai,Hyderabad,21,75,1004,14.3,55.2,144,Clear,19,4,Medium,43387,10814,Monitor Shipment
2025-01-12 05:00:00,C185,Orange,Chennai,Hyderabad,25,73,1025,12.6,74.5,35,Fog,35,1,High,101859,26303,Redirect to Nearby Market
2025-01-12 06:00:00,C124,Banana,Pune,Chennai,25,29,995,3.9,13.3,328,Fog,15,5,Medium,49875,9723,Monitor Shipment
2025-01-12 07:00:00,C109,Apple,Kolkata,Hyderabad,29,82,1027,14.5,53.4,231,Fog,14,6,Medium,40087,10319,Monitor Shipment
2025-01-12 08:00:00,C191,Banana,Lucknow,Mumbai,41,37,998,5.2,2.5,88,Fog,30,1,High,138952,23709,Redirect to Nearby Market
2025-01-12 09:00:00,C113,Avocado,Pune,Bengaluru,25,25,1016,18.4,4.9,237,Sunny,28,1,High,67063,36137,Redirect to Nearby Market
2025-01-12 10:00:00,C185,Banana,Jaipur,Chennai,28,46,997,17.1,14.4,278,Rainy,17,5,Medium,34464,8640,Monitor Shipment
2025-01-12 11:00:00,C180,Apple,Chennai,Hyderabad,26,27,1028,24.4,39.4,177,Storm,29,1,High,149019,68885,Redirect to Nearby Market
2025-01-12 12:00:00,C214,Avocado,Jaipur,Hyderabad,22,41,993,4.6,15.6,302,Storm,32,1,High,94349,27877,Redirect to Nearby Market
2025-01-12 13:00:00,C170,Orange,Lucknow,Chennai,34,42,1021,22.6,86.8,271,Sunny,24,2,High,140337,20306,Redirect to Nearby Market
2025-01-12 14:00:00,C217,Mango,Jaipur,Hyderabad,37,74,1019,15.3,86.8,152,Rainy,24,2,High,106652,79699,Redirect to Nearby Market
2025-01-12 15:00:00,C252,Mango,Ahmedabad,Pune,29,47,1011,22.4,39.9,35,Clear,31,1,High,148558,38698,Redirect to Nearby Market
2025-01-12 16:00:00,C069,Avocado,Chennai,Chennai,42,85,1003,0.8,41.8,208,Fog,8,8,Low,5195,1208,Continue Route
2025-01-12 17:00:00,C046,Banana,Delhi,Mumbai,20,41,983,9.9,34.3,110,Clear,20,4,Medium,38232,7139,Monitor Shipment
2025-01-12 18:00:00,C129,Orange,Bengaluru,Chennai,29,52,988,14.1,59.9,77,Sunny,26,2,High,104852,34851,Redirect to Nearby Market
2025-01-12 19:00:00,C092,Banana,Hyderabad,Mumbai,18,95,1030,16.0,3.2,262,Sunny,28,1,High,131018,23920,Redirect to Nearby Market
2025-01-12 20:00:00,C217,Avocado,Chennai,Pune,39,42,1010,6.1,60.1,248,Sunny,9,7,Low,5812,3131,Continue Route
2025-01-12 21:00:00,C258,Orange,Kolkata,Hyderabad,26,85,1023,21.1,116.1,140,Cloudy,20,4,Medium,18991,5994,Monitor Shipment
2025-01-12 22:00:00,C055,Banana,Hyderabad,Chennai,41,70,1010,9.7,115.2,93,Sunny,30,1,High,99773,30689,Redirect to Nearby Market
2025-01-12 23:00:00,C278,Avocado,Mumbai,Chennai,36,83,1013,13.9,82.0,104,Rainy,31,1,High,116749,27918,Redirect to Nearby Market
2025-01-13 00:00:00,C241,Banana,Chennai,Pune,31,57,1034,5.9,104.3,337,Rainy,26,2,High,85064,41847,Redirect to Nearby Market
2025-01-13 01:00:00,C091,Apple,Lucknow,Mumbai,27,49,1013,2.9,71.3,47,Clear,23,3,High,115245,74333,Redirect to Nearby Market
2025-01-13 02:00:00,C281,Mango,Delhi,Delhi,29,34,981,3.0,76.4,63,Storm,8,8,Low,5120,3213,Continue Route
2025-01-13 03:00:00,C158,Apple,Ahmedabad,Hyderabad,38,76,1005,21.7,52.2,108,Fog,12,6,Medium,37152,18910,Monitor Shipment
2025-01-13 04:00:00,C040,Banana,Pune,Delhi,32,65,1016,16.4,82.3,320,Sunny,35,1,High,131754,47647,Redirect to Nearby Market
2025-01-13 05:00:00,C071,Apple,Kolkata,Pune,31,54,985,1.5,14.3,278,Rainy,23,3,High,133348,70445,Redirect to Nearby Market
2025-01-13 06:00:00,C280,Banana,Hyderabad,Bengaluru,35,62,1016,5.6,34.3,332,Fog,11,7,Low,12524,1733,Continue Route
2025-01-13 07:00:00,C129,Avocado,Ahmedabad,Bengaluru,20,78,1033,3.3,91.1,187,Fog,15,5,Medium,45809,5392,Monitor Shipment
2025-01-13 08:00:00,C093,Avocado,Chennai,Chennai,29,28,990,23.1,76.4,337,Fog,31,1,High,98240,79228,Redirect to Nearby Market
2025-01-13 09:00:00,C227,Banana,Kolkata,Mumbai,34,75,1034,1.4,12.9,30,Clear,28,1,High,143875,66934,Redirect to Nearby Market
2025-01-13 10:00:00,C083,Apple,Bengaluru,Pune,33,35,991,21.0,84.5,31,Rainy,31,1,High,138254,41417,Redirect to Nearby Market
2025-01-13 11:00:00,C093,Apple,Jaipur,Delhi,18,86,986,18.2,57.8,260,Sunny,26,2,High,123774,41986,Redirect to Nearby Market
2025-01-13 12:00:00,C137,Banana,Kolkata,Bengaluru,41,75,993,9.0,93.3,53,Cloudy,16,5,Medium,36537,7593,Monitor Shipment
2025-01-13 13:00:00,C255,Avocado,Delhi,Hyderabad,22,25,984,13.8,65.1,123,Sunny,29,1,High,138398,53627,Redirect to Nearby Market
2025-01-13 14:00:00,C033,Banana,Delhi,Bengaluru,42,62,986,8.5,8.1,188,Fog,29,1,High,59106,41101,Redirect to Nearby Market
2025-01-13 15:00:00,C043,Banana,Chennai,Bengaluru,27,74,1024,10.9,119.7,213,Fog,22,3,High,56033,72840,Redirect to Nearby Market
2025-01-13 16:00:00,C214,Apple,Bengaluru,Delhi,21,64,991,13.1,91.7,86,Sunny,21,3,High,72888,21790,Redirect to Nearby Market
2025-01-13 17:00:00,C080,Apple,Bengaluru,Bengaluru,27,27,1026,5.5,96.4,316,Sunny,33,1,High,137863,29006,Redirect to Nearby Market
2025-01-13 18:00:00,C066,Mango,Pune,Hyderabad,37,81,995,6.2,65.8,51,Clear,23,3,High,89050,26846,Redirect to Nearby Market
2025-01-13 19:00:00,C286,Orange,Hyderabad,Mumbai,34,76,1027,6.2,50.9,241,Storm,30,1,High,122198,63767,Redirect to Nearby Market
2025-01-13 20:00:00,C211,Mango,Pune,Bengaluru,30,67,1005,16.2,17.9,214,Sunny,24,2,High,149047,79893,Redirect to Nearby Market
2025-01-13 21:00:00,C267,Orange,Chennai,Chennai,34,38,1015,11.7,102.6,344,Rainy,16,5,Medium,33127,12639,Monitor Shipment
2025-01-13 22:00:00,C275,Orange,Ahmedabad,Hyderabad,38,52,1031,17.1,58.7,161,Fog,34,1,High,113707,64620,Redirect to Nearby Market
2025-01-13 23:00:00,C171,Apple,Kolkata,Pune,20,28,1023,1.8,44.0,190,Cloudy,11,7,Low,5246,3506,Continue Route
2025-01-14 00:00:00,C005,Avocado,Bengaluru,Bengaluru,41,81,1007,14.9,59.7,346,Rainy,32,1,High,93845,51549,Redirect to Nearby Market
2025-01-14 01:00:00,C167,Avocado,Chennai,Chennai,37,38,1003,15.3,112.4,170,Rainy,14,6,Medium,26271,14167,Monitor Shipment
2025-01-14 02:00:00,C289,Apple,Kolkata,Pune,42,45,1020,19.5,8.8,213,Rainy,35,1,High,52166,67985,Redirect to Nearby Market
2025-01-14 03:00:00,C208,Apple,Kolkata,Delhi,23,42,989,21.5,53.2,335,Fog,31,1,High,136910,66069,Redirect to Nearby Market
2025-01-14 04:00:00,C106,Apple,Jaipur,Hyderabad,33,58,1010,16.4,53.5,102,Cloudy,17,5,Medium,34822,18199,Monitor Shipment
2025-01-14 05:00:00,C278,Orange,Delhi,Pune,29,46,1003,20.1,23.4,220,Fog,7,8,Low,14496,3446,Continue Route
2025-01-14 06:00:00,C057,Orange,Jaipur,Mumbai,20,40,1022,22.4,86.2,93,Fog,8,8,Low,9304,2028,Continue Route
2025-01-14 07:00:00,C143,Mango,Mumbai,Pune,38,63,985,14.2,104.7,61,Sunny,11,7,Low,9960,2305,Continue Route
2025-01-14 08:00:00,C252,Mango,Hyderabad,Mumbai,29,45,1030,18.2,42.8,104,Cloudy,24,2,High,147064,41643,Redirect to Nearby Market
2025-01-14 09:00:00,C285,Orange,Pune,Delhi,41,26,1029,16.2,2.6,66,Clear,35,1,High,130567,29205,Redirect to Nearby Market
2025-01-14 10:00:00,C284,Orange,Hyderabad,Chennai,29,35,990,15.5,14.7,254,Rainy,33,1,High,136480,28517,Redirect to Nearby Market
2025-01-14 11:00:00,C259,Banana,Bengaluru,Bengaluru,41,83,980,8.6,116.6,82,Rainy,7,8,Low,12430,2113,Continue Route
2025-01-14 12:00:00,C176,Apple,Delhi,Bengaluru,28,38,1035,12.3,54.9,66,Fog,18,4,Medium,30052,6962,Monitor Shipment
2025-01-14 13:00:00,C244,Avocado,Pune,Bengaluru,26,55,1022,4.9,34.3,222,Fog,10,7,Low,6826,1666,Continue Route
2025-01-14 14:00:00,C133,Orange,Lucknow,Pune,41,82,1021,19.3,92.1,296,Cloudy,6,8,Low,7526,3283,Continue Route
2025-01-14 15:00:00,C268,Banana,Kolkata,Chennai,18,62,980,21.2,90.0,223,Sunny,9,7,Low,5152,1686,Continue Route
2025-01-14 16:00:00,C205,Banana,Ahmedabad,Delhi,40,42,998,14.0,71.2,325,Fog,23,3,High,139211,28997,Redirect to Nearby Market
2025-01-14 17:00:00,C282,Avocado,Ahmedabad,Delhi,23,70,984,12.1,36.6,344,Rainy,34,1,High,77096,27906,Redirect to Nearby Market
2025-01-14 18:00:00,C117,Orange,Delhi,Chennai,28,36,995,7.4,105.1,161,Storm,19,4,Medium,27820,7837,Monitor Shipment
2025-01-14 19:00:00,C131,Orange,Kolkata,Chennai,19,88,1003,3.3,119.9,93,Rainy,13,6,Medium,20373,6222,Monitor Shipment
2025-01-14 20:00:00,C092,Orange,Pune,Mumbai,19,93,989,5.9,11.1,331,Rainy,23,3,High,100985,39883,Redirect to Nearby Market
2025-01-14 21:00:00,C141,Orange,Hyderabad,Bengaluru,23,50,1011,11.1,43.8,296,Clear,17,5,Medium,39104,13948,Monitor Shipment
2025-01-14 22:00:00,C111,Banana,Hyderabad,Hyderabad,31,58,1016,20.4,81.2,291,Storm,27,1,High,123447,51483,Redirect to Nearby Market
2025-01-14 23:00:00,C198,Banana,Hyderabad,Chennai,39,36,990,8.2,54.3,234,Sunny,34,1,High,107130,78307,Redirect to Nearby Market
2025-01-15 00:00:00,C253,Apple,Kolkata,Bengaluru,30,38,1016,12.1,28.6,160,Storm,26,2,High,81610,60250,Redirect to Nearby Market
2025-01-15 01:00:00,C137,Avocado,Hyderabad,Bengaluru,29,39,1001,10.9,116.9,275,Rainy,10,7,Low,6788,2883,Continue Route
2025-01-15 02:00:00,C083,Banana,Bengaluru,Hyderabad,23,90,1025,12.0,11.5,69,Fog,11,7,Low,10174,3912,Continue Route
2025-01-15 03:00:00,C089,Avocado,Jaipur,Mumbai,27,66,997,21.3,29.6,193,Storm,8,8,Low,14367,3395,Continue Route
2025-01-15 04:00:00,C211,Orange,Hyderabad,Bengaluru,42,51,1022,7.3,0.6,341,Clear,24,2,High,119302,54892,Redirect to Nearby Market
2025-01-15 05:00:00,C149,Mango,Ahmedabad,Pune,27,29,980,24.5,43.6,50,Sunny,27,1,High,139288,46118,Redirect to Nearby Market
2025-01-15 06:00:00,C131,Orange,Hyderabad,Delhi,33,41,985,11.1,42.5,284,Clear,25,2,High,134433,42601,Redirect to Nearby Market
2025-01-15 07:00:00,C047,Apple,Hyderabad,Hyderabad,24,73,1008,1.1,40.6,137,Storm,10,7,Low,6643,3278,Continue Route
2025-01-15 08:00:00,C100,Banana,Bengaluru,Delhi,19,64,999,7.3,55.1,160,Rainy,15,5,Medium,19152,12649,Monitor Shipment
2025-01-15 09:00:00,C238,Orange,Chennai,Hyderabad,18,80,986,19.0,14.5,224,Cloudy,20,4,Medium,33308,18479,Monitor Shipment
2025-01-15 10:00:00,C067,Avocado,Mumbai,Chennai,30,89,1012,8.5,35.5,37,Rainy,32,1,High,61051,74721,Redirect to Nearby Market
2025-01-15 11:00:00,C095,Avocado,Chennai,Chennai,29,56,1023,11.5,75.3,278,Fog,18,4,Medium,20837,11311,Monitor Shipment
2025-01-15 12:00:00,C106,Apple,Hyderabad,Delhi,35,52,1000,14.2,31.0,149,Cloudy,11,7,Low,13543,3015,Continue Route
2025-01-15 13:00:00,C210,Mango,Kolkata,Bengaluru,34,33,1009,3.2,102.7,341,Cloudy,9,7,Low,9011,4358,Continue Route
2025-01-15 14:00:00,C236,Banana,Hyderabad,Bengaluru,37,78,1033,13.6,62.8,173,Cloudy,12,6,Medium,46814,19416,Monitor Shipment
2025-01-15 15:00:00,C225,Apple,Kolkata,Delhi,23,83,1025,6.3,82.1,328,Rainy,15,5,Medium,48796,6314,Monitor Shipment
2025-01-15 16:00:00,C153,Banana,Chennai,Hyderabad,42,83,1025,20.9,93.2,38,Fog,23,3,High,63468,48445,Redirect to Nearby Market
2025-01-15 17:00:00,C109,Avocado,Mumbai,Mumbai,28,95,1021,4.0,44.5,88,Fog,19,4,Medium,24625,19013,Monitor Shipment
2025-01-15 18:00:00,C267,Banana,Lucknow,Mumbai,34,94,1006,10.0,86.9,286,Cloudy,23,3,High,102809,34783,Redirect to Nearby Market
2025-01-15 19:00:00,C151,Apple,Pune,Pune,36,63,1026,16.9,69.4,82,Cloudy,34,1,High,110371,46407,Redirect to Nearby Market
2025-01-15 20:00:00,C130,Apple,Hyderabad,Chennai,41,75,1015,8.3,42.5,313,Sunny,19,4,Medium,26279,18135,Monitor Shipment
2025-01-15 21:00:00,C217,Avocado,Jaipur,Pune,40,78,987,8.9,91.1,296,Fog,24,2,High,60994,31401,Redirect to Nearby Market
2025-01-15 22:00:00,C102,Orange,Bengaluru,Mumbai,28,76,1001,2.4,87.1,304,Cloudy,34,1,High,57513,21945,Redirect to Nearby Market
2025-01-15 23:00:00,C292,Apple,Chennai,Mumbai,35,46,1013,23.9,115.2,157,Storm,22,3,High,149359,40579,Redirect to Nearby Market
2025-01-16 00:00:00,C044,Avocado,Kolkata,Pune,19,58,998,24.4,62.2,209,Clear,17,5,Medium,40434,13043,Monitor Shipment
2025-01-16 01:00:00,C072,Mango,Jaipur,Chennai,38,46,1011,21.7,112.9,316,Rainy,10,7,Low,14968,1537,Continue Route
2025-01-16 02:00:00,C235,Apple,Chennai,Mumbai,29,48,996,7.9,107.8,241,Fog,7,8,Low,5509,2476,Continue Route
2025-01-16 03:00:00,C249,Banana,Bengaluru,Mumbai,19,57,1005,24.6,83.8,219,Rainy,8,8,Low,12177,4268,Continue Route
2025-01-16 04:00:00,C205,Apple,Lucknow,Pune,25,73,990,22.0,87.5,309,Rainy,28,1,High,126665,33356,Redirect to Nearby Market
